dataset_id,model_id,model_variant,task_id,window_protocol,history_steps,forecast_steps,stride_steps,split_protocol,split_name,eval_protocol,metric_scope,lead_step,lead_minutes,window_count,prediction_count,start_timestamp,end_timestamp,mae_kw,rmse_kw,mae_pu,rmse_pu,coordinate_mode,node_count,local_input_channels,context_history_channels,context_future_channels,static_feature_count,pairwise_feature_count,baseline_type,uses_graph,uses_pairwise,uses_global_latent,uses_future_observations,hidden_dim,embed_dim,num_layers,cheb_k,teacher_forcing_ratio,bounded_output_epsilon,d_model,lstm_hidden_dim,attention_heads,patch_len,encoder_layers,ff_hidden_dim,residual_channels,skip_channels,end_channels,gcn_depth,mtgnn_layers,subgraph_size,node_embed_dim,dilation_exponential,propalpha,dropout,weight_decay,amp_enabled,device,runtime_seconds,train_window_count,val_window_count,test_window_count,best_epoch,epochs_ran,best_val_rmse_pu,best_val_mae_pu,seed,batch_size,learning_rate
kelmarsh,WORLD_MODEL_BASELINE,world_model_persistence_last_value_v1_farm_sync,next_6h_from_24h,dense_sliding,144,36,1,raw_chrono_70_10_20_strict_closed,val,rolling_origin_no_refit,horizon,10,100,47139,281661,2022-04-22 04:40:00,2023-03-15 18:50:00,205.05930243463058,319.5683355236875,0.10002892801689282,0.15588699293838515,latlon,6,54,40,7,6,7,persistence_last_value,false,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,false,analytic,3.593472,325905,47139,94458,0,0,0.18127188209617556,0.11656944245041276,3407,,
kelmarsh,WORLD_MODEL_BASELINE,world_model_persistence_last_value_v1_farm_sync,next_6h_from_24h,dense_sliding,144,36,1,raw_chrono_70_10_20_strict_closed,val,rolling_origin_no_refit,horizon,11,110,47139,281661,2022-04-22 04:40:00,2023-03-15 18:50:00,211.3111912668441,328.30905177676675,0.1030786298862651,0.1601507569642775,latlon,6,54,40,7,6,7,persistence_last_value,false,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,false,analytic,3.593472,325905,47139,94458,0,0,0.18127188209617556,0.11656944245041276,3407,,
kelmarsh,WORLD_MODEL_BASELINE,world_model_persistence_last_value_v1_farm_sync,next_6h_from_24h,dense_sliding,144,36,1,raw_chrono_70_10_20_strict_closed,val,rolling_origin_no_refit,horizon,12,120,47139,281661,2022-04-22 04:40:00,2023-03-15 18:50:00,217.08586486136332,336.1677656830004,0.10589554383481119,0.16398427594292764,latlon,6,54,40,7,6,7,persistence_last_value,false,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,false,analytic,3.593472,325905,47139,94458,0,0,0.18127188209617556,0.11656944245041276,3407,,
kelmarsh,WORLD_MODEL_BASELINE,world_model_persistence_last_value_v1_farm_sync,next_6h_from_24h,dense_sliding,144,36,1,raw_chrono_70_10_20_strict_closed,val,rolling_origin_no_refit,horizon,13,130,47139,281661,2022-04-22 04:40:00,2023-03-15 18:50:00,222.7830521670043,344.01411693293556,0.10867465959366021,0.16781176435753056,latlon,6,54,40,7,6,7,persistence_last_value,false,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,false,analytic,3.593472,325905,47139,94458,0,0,0.18127188209617556,0.11656944245041276,3407,,
kelmarsh,WORLD_MODEL_BASELINE,world_model_persistence_last_value_v1_farm_sync,next_6h_from_24h,dense_sliding,144,36,1,raw_chrono_70_10_20_strict_closed,val,rolling_origin_no_refit,horizon,14,140,47139,281661,2022-04-22 04:40:00,2023-03-15 18:50:00,228.2473148489696,351.38855173434075,0.11134015358486313,0.1714090496265074,latlon,6,54,40,7,6,7,persistence_last_value,false,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,false,analytic,3.593472,325905,47139,94458,0,0,0.18127188209617556,0.11656944245041276,3407,,
kelmarsh,WORLD_MODEL_BASELINE,world_model_persistence_last_value_v1_farm_sync,next_6h_from_24h,dense_sliding,144,36,1,raw_chrono_70_10_20_strict_closed,val,rolling_origin_no_refit,horizon,15,150,47139,281661,2022-04-22 04:40:00,2023-03-15 18:50:00,233.5514395707762,358.3207679862079,0.11392753149793923,0.17479061852985794,latlon,6,54,40,7,6,7,persistence_last_value,false,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,false,analytic,3.593472,325905,47139,94458,0,0,0.18127188209617556,0.11656944245041276,3407,,
kelmarsh,WORLD_MODEL_BASELINE,world_model_persistence_last_value_v1_farm_sync,next_6h_from_24h,dense_sliding,144,36,1,raw_chrono_70_10_20_strict_closed,val,rolling_origin_no_refit,horizon,16,160,47139,281661,2022-04-22 04:40:00,2023-03-15 18:50:00,238.73635821507884,365.0474087915131,0.11645676010491655,0.17807190672756726,latlon,6,54,40,7,6,7,persistence_last_value,false,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,false,analytic,3.593472,325905,47139,94458,0,0,0.18127188209617556,0.11656944245041276,3407,,
kelmarsh,WORLD_MODEL_BASELINE,world_model_persistence_last_value_v1_farm_sync,next_6h_from_24h,dense_sliding,144,36,1,raw_chrono_70_10_20_strict_closed,val,rolling_origin_no_refit,horizon,17,170,47139,281661,2022-04-22 04:40:00,2023-03-15 18:50:00,243.80911520244047,371.5608083445827,0.11893127570850738,0.1812491748022339,latlon,6,54,40,7,6,7,persistence_last_value,false,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,false,analytic,3.593472,325905,47139,94458,0,0,0.18127188209617556,0.11656944245041276,3407,,
kelmarsh,WORLD_MODEL_BASELINE,world_model_persistence_last_value_v1_farm_sync,next_6h_from_24h,dense_sliding,144,36,1,raw_chrono_70_10_20_strict_closed,val,rolling_origin_no_refit,horizon,18,180,47139,281661,2022-04-22 04:40:00,2023-03-15 18:50:00,248.23497774042255,377.69202610504163,0.12109023304410876,0.18424001273416687,latlon,6,54,40,7,6,7,persistence_last_value,false,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,false,analytic,3.593472,325905,47139,94458,0,0,0.18127188209617556,0.11656944245041276,3407,,
kelmarsh,WORLD_MODEL_BASELINE,world_model_persistence_last_value_v1_farm_sync,next_6h_from_24h,dense_sliding,144,36,1,raw_chrono_70_10_20_strict_closed,val,rolling_origin_no_refit,horizon,19,190,47139,281661,2022-04-22 04:40:00,2023-03-15 18:50:00,252.4363301426382,383.2090395465952,0.12313967324031143,0.1869312388032183,latlon,6,54,40,7,6,7,persistence_last_value,false,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,false,analytic,3.593472,325905,47139,94458,0,0,0.18127188209617556,0.11656944245041276,3407,,
kelmarsh,WORLD_MODEL_BASELINE,world_model_persistence_last_value_v1_farm_sync,next_6h_from_24h,dense_sliding,144,36,1,raw_chrono_70_10_20_strict_closed,val,rolling_origin_no_refit,horizon,20,200,47139,281661,2022-04-22 04:40:00,2023-03-15 18:50:00,256.5494390889347,388.7008760992091,0.1251460678482607,0.1896101834630281,latlon,6,54,40,7,6,7,persistence_last_value,false,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,false,analytic,3.593472,325905,47139,94458,0,0,0.18127188209617556,0.11656944245041276,3407,,
kelmarsh,WORLD_MODEL_BASELINE,world_model_persistence_last_value_v1_farm_sync,next_6h_from_24h,dense_sliding,144,36,1,raw_chrono_70_10_20_strict_closed,val,rolling_origin_no_refit,horizon,21,210,47139,281661,2022-04-22 04:40:00,2023-03-15 18:50:00,260.6276354061974,394.13709665437983,0.12713543190546212,0.1922619983679906,latlon,6,54,40,7,6,7,persistence_last_value,false,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,false,analytic,3.593472,325905,47139,94458,0,0,0.18127188209617556,0.11656944245041276,3407,,
kelmarsh,WORLD_MODEL_BASELINE,world_model_persistence_last_value_v1_farm_sync,next_6h_from_24h,dense_sliding,144,36,1,raw_chrono_70_10_20_strict_closed,val,rolling_origin_no_refit,horizon,22,220,47139,281661,2022-04-22 04:40:00,2023-03-15 18:50:00,264.34849252633757,399.1303608562804,0.12895048415918883,0.1946977370030633,latlon,6,54,40,7,6,7,persistence_last_value,false,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,false,analytic,3.593472,325905,47139,94458,0,0,0.18127188209617556,0.11656944245041276,3407,,
kelmarsh,WORLD_MODEL_BASELINE,world_model_persistence_last_value_v1_farm_sync,next_6h_from_24h,dense_sliding,144,36,1,raw_chrono_70_10_20_strict_closed,val,rolling_origin_no_refit,horizon,23,230,47139,281661,2022-04-22 04:40:00,2023-03-15 18:50:00,268.4410755401942,404.2196557741449,0.13094686611716785,0.19718031988982723,latlon,6,54,40,7,6,7,persistence_last_value,false,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,false,analytic,3.593472,325905,47139,94458,0,0,0.18127188209617556,0.11656944245041276,3407,,
kelmarsh,WORLD_MODEL_BASELINE,world_model_persistence_last_value_v1_farm_sync,next_6h_from_24h,dense_sliding,144,36,1,raw_chrono_70_10_20_strict_closed,val,rolling_origin_no_refit,horizon,24,240,47139,281661,2022-04-22 04:40:00,2023-03-15 18:50:00,272.36243039668153,409.35999567013005,0.13285972214472272,0.1996878027659181,latlon,6,54,40,7,6,7,persistence_last_value,false,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,false,analytic,3.593472,325905,47139,94458,0,0,0.18127188209617556,0.11656944245041276,3407,,
kelmarsh,WORLD_MODEL_BASELINE,world_model_persistence_last_value_v1_farm_sync,next_6h_from_24h,dense_sliding,144,36,1,raw_chrono_70_10_20_strict_closed,val,rolling_origin_no_refit,horizon,25,250,47139,281661,2022-04-22 04:40:00,2023-03-15 18:50:00,276.4292849626981,414.4597365396264,0.1348435536403407,0.20217548123884233,latlon,6,54,40,7,6,7,persistence_last_value,false,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,false,analytic,3.593472,325905,47139,94458,0,0,0.18127188209617556,0.11656944245041276,3407,,
kelmarsh,WORLD_MODEL_BASELINE,world_model_persistence_last_value_v1_farm_sync,next_6h_from_24h,dense_sliding,144,36,1,raw_chrono_70_10_20_strict_closed,val,rolling_origin_no_refit,horizon,26,260,47139,281661,2022-04-22 04:40:00,2023-03-15 18:50:00,280.32715115158624,419.58722044743854,0.1367449517812621,0.20467669290119003,latlon,6,54,40,7,6,7,persistence_last_value,false,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,false,analytic,3.593472,325905,47139,94458,0,0,0.18127188209617556,0.11656944245041276,3407,,
kelmarsh,WORLD_MODEL_BASELINE,world_model_persistence_last_value_v1_farm_sync,next_6h_from_24h,dense_sliding,144,36,1,raw_chrono_70_10_20_strict_closed,val,rolling_origin_no_refit,horizon,27,270,47139,281661,2022-04-22 04:40:00,2023-03-15 18:50:00,284.20221143949885,424.52004983876975,0.1386352250924383,0.20708295114086386,latlon,6,54,40,7,6,7,persistence_last_value,false,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,false,analytic,3.593472,325905,47139,94458,0,0,0.18127188209617556,0.11656944245041276,3407,,
kelmarsh,WORLD_MODEL_BASELINE,world_model_persistence_last_value_v1_farm_sync,next_6h_from_24h,dense_sliding,144,36,1,raw_chrono_70_10_20_strict_closed,val,rolling_origin_no_refit,horizon,28,280,47139,281661,2022-04-22 04:40:00,2023-03-15 18:50:00,288.1509594197924,429.53498108399066,0.140561443619411,0.2095292590653607,latlon,6,54,40,7,6,7,persistence_last_value,false,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,false,analytic,3.593472,325905,47139,94458,0,0,0.18127188209617556,0.11656944245041276,3407,,
kelmarsh,WORLD_MODEL_BASELINE,world_model_persistence_last_value_v1_farm_sync,next_6h_from_24h,dense_sliding,144,36,1,raw_chrono_70_10_20_strict_closed,val,rolling_origin_no_refit,horizon,29,290,47139,281661,2022-04-22 04:40:00,2023-03-15 18:50:00,291.6589477552198,434.1540512947705,0.14227265744157086,0.21178246404623083,latlon,6,54,40,7,6,7,persistence_last_value,false,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,false,analytic,3.593472,325905,47139,94458,0,0,0.18127188209617556,0.11656944245041276,3407,,
kelmarsh,WORLD_MODEL_BASELINE,world_model_persistence_last_value_v1_farm_sync,next_6h_from_24h,dense_sliding,144,36,1,raw_chrono_70_10_20_strict_closed,val,rolling_origin_no_refit,horizon,30,300,47139,281661,2022-04-22 04:40:00,2023-03-15 18:50:00,295.03279652911067,438.5291594656334,0.1439184373312735,0.21391666315396793,latlon,6,54,40,7,6,7,persistence_last_value,false,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,false,analytic,3.593472,325905,47139,94458,0,0,0.18127188209617556,0.11656944245041276,3407,,
kelmarsh,WORLD_MODEL_BASELINE,world_model_persistence_last_value_v1_farm_sync,next_6h_from_24h,dense_sliding,144,36,1,raw_chrono_70_10_20_strict_closed,val,rolling_origin_no_refit,horizon,31,310,47139,281661,2022-04-22 04:40:00,2023-03-15 18:50:00,298.3723594785904,442.90981985593197,0.14554749242858067,0.21605357066143133,latlon,6,54,40,7,6,7,persistence_last_value,false,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,false,analytic,3.593472,325905,47139,94458,0,0,0.18127188209617556,0.11656944245041276,3407,,
kelmarsh,WORLD_MODEL_BASELINE,world_model_persistence_last_value_v1_farm_sync,next_6h_from_24h,dense_sliding,144,36,1,raw_chrono_70_10_20_strict_closed,val,rolling_origin_no_refit,horizon,32,320,47139,281661,2022-04-22 04:40:00,2023-03-15 18:50:00,301.7293669496867,447.0263457592717,0.14718505704862764,0.2180616320776936,latlon,6,54,40,7,6,7,persistence_last_value,false,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,false,analytic,3.593472,325905,47139,94458,0,0,0.18127188209617556,0.11656944245041276,3407,,
kelmarsh,WORLD_MODEL_BASELINE,world_model_persistence_last_value_v1_farm_sync,next_6h_from_24h,dense_sliding,144,36,1,raw_chrono_70_10_20_strict_closed,val,rolling_origin_no_refit,horizon,33,330,47139,281661,2022-04-22 04:40:00,2023-03-15 18:50:00,305.0029878180705,451.1745946015123,0.14878194527710736,0.22008516809829884,latlon,6,54,40,7,6,7,persistence_last_value,false,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,false,analytic,3.593472,325905,47139,94458,0,0,0.18127188209617556,0.11656944245041276,3407,,
kelmarsh,WORLD_MODEL_BASELINE,world_model_persistence_last_value_v1_farm_sync,next_6h_from_24h,dense_sliding,144,36,1,raw_chrono_70_10_20_strict_closed,val,rolling_origin_no_refit,horizon,34,340,47139,281661,2022-04-22 04:40:00,2023-03-15 18:50:00,308.1125738997783,455.00099975426906,0.15029881653647686,0.22195170719720442,latlon,6,54,40,7,6,7,persistence_last_value,false,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,false,analytic,3.593472,325905,47139,94458,0,0,0.18127188209617556,0.11656944245041276,3407,,
kelmarsh,WORLD_MODEL_BASELINE,world_model_persistence_last_value_v1_farm_sync,next_6h_from_24h,dense_sliding,144,36,1,raw_chrono_70_10_20_strict_closed,val,rolling_origin_no_refit,horizon,35,350,47139,281661,2022-04-22 04:40:00,2023-03-15 18:50:00,311.3536635900839,459.01622167969015,0.15187983589760215,0.22391035203887358,latlon,6,54,40,7,6,7,persistence_last_value,false,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,false,analytic,3.593472,325905,47139,94458,0,0,0.18127188209617556,0.11656944245041276,3407,,
kelmarsh,WORLD_MODEL_BASELINE,world_model_persistence_last_value_v1_farm_sync,next_6h_from_24h,dense_sliding,144,36,1,raw_chrono_70_10_20_strict_closed,val,rolling_origin_no_refit,horizon,36,360,47139,281661,2022-04-22 04:40:00,2023-03-15 18:50:00,314.39983895935495,462.7503440212635,0.1533657751021247,0.22573187513232457,latlon,6,54,40,7,6,7,persistence_last_value,false,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,false,analytic,3.593472,325905,47139,94458,0,0,0.18127188209617556,0.11656944245041276,3407,,
kelmarsh,WORLD_MODEL_BASELINE,world_model_persistence_last_value_v1_farm_sync,next_6h_from_24h,dense_sliding,144,36,1,raw_chrono_70_10_20_strict_closed,val,non_overlap,overall,,,1310,281787,2022-04-22 04:40:00,2023-03-15 16:30:00,239.0359578058473,371.02603115250224,0.11660290624675479,0.18098830787926937,latlon,6,54,40,7,6,7,persistence_last_value,false,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,false,analytic,3.593472,325905,47139,94458,0,0,0.18127188209617556,0.11656944245041276,3407,,
kelmarsh,WORLD_MODEL_BASELINE,world_model_persistence_last_value_v1_farm_sync,next_6h_from_24h,dense_sliding,144,36,1,raw_chrono_70_10_20_strict_closed,val,non_overlap,horizon,1,10,1310,7823,2022-04-22 04:40:00,2023-03-15 16:30:00,91.09582676469194,153.38918294159916,0.044436988665703385,0.0748239916788288,latlon,6,54,40,7,6,7,persistence_last_value,false,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,false,analytic,3.593472,325905,47139,94458,0,0,0.18127188209617556,0.11656944245041276,3407,,
kelmarsh,WORLD_MODEL_BASELINE,world_model_persistence_last_value_v1_farm_sync,next_6h_from_24h,dense_sliding,144,36,1,raw_chrono_70_10_20_strict_closed,val,non_overlap,horizon,2,20,1310,7830,2022-04-22 04:40:00,2023-03-15 16:30:00,122.8691011990007,199.76077738075932,0.059936146926341805,0.09744428164915106,latlon,6,54,40,7,6,7,persistence_last_value,false,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,false,analytic,3.593472,325905,47139,94458,0,0,0.18127188209617556,0.11656944245041276,3407,,
kelmarsh,WORLD_MODEL_BASELINE,world_model_persistence_last_value_v1_farm_sync,next_6h_from_24h,dense_sliding,144,36,1,raw_chrono_70_10_20_strict_closed,val,non_overlap,horizon,3,30,1310,7828,2022-04-22 04:40:00,2023-03-15 16:30:00,138.56977397773562,224.50480953168574,0.0675950116964564,0.1095145412349688,latlon,6,54,40,7,6,7,persistence_last_value,false,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,false,analytic,3.593472,325905,47139,94458,0,0,0.18127188209617556,0.11656944245041276,3407,,
kelmarsh,WORLD_MODEL_BASELINE,world_model_persistence_last_value_v1_farm_sync,next_6h_from_24h,dense_sliding,144,36,1,raw_chrono_70_10_20_strict_closed,val,non_overlap,horizon,4,40,1310,7826,2022-04-22 04:40:00,2023-03-15 16:30:00,152.3546088703768,240.31776257755638,0.07431932140018384,0.11722817686710067,latlon,6,54,40,7,6,7,persistence_last_value,false,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,false,analytic,3.593472,325905,47139,94458,0,0,0.18127188209617556,0.11656944245041276,3407,,
kelmarsh,WORLD_MODEL_BASELINE,world_model_persistence_last_value_v1_farm_sync,next_6h_from_24h,dense_sliding,144,36,1,raw_chrono_70_10_20_strict_closed,val,non_overlap,horizon,5,50,1310,7829,2022-04-22 04:40:00,2023-03-15 16:30:00,163.50784062806537,256.81851447971343,0.07975992225759289,0.12527732413644574,latlon,6,54,40,7,6,7,persistence_last_value,false,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,false,analytic,3.593472,325905,47139,94458,0,0,0.18127188209617556,0.11656944245041276,3407,,
kelmarsh,WORLD_MODEL_BASELINE,world_model_persistence_last_value_v1_farm_sync,next_6h_from_24h,dense_sliding,144,36,1,raw_chrono_70_10_20_strict_closed,val,non_overlap,horizon,6,60,1310,7829,2022-04-22 04:40:00,2023-03-15 16:30:00,172.4928675109463,270.3966800415761,0.08414286220046162,0.13190081953247626,latlon,6,54,40,7,6,7,persistence_last_value,false,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,false,analytic,3.593472,325905,47139,94458,0,0,0.18127188209617556,0.11656944245041276,3407,,
kelmarsh,WORLD_MODEL_BASELINE,world_model_persistence_last_value_v1_farm_sync,next_6h_from_24h,dense_sliding,144,36,1,raw_chrono_70_10_20_strict_closed,val,non_overlap,horizon,7,70,1310,7829,2022-04-22 04:40:00,2023-03-15 16:30:00,185.7603979274791,290.02298202888784,0.09061482825730692,0.1414746253799453,latlon,6,54,40,7,6,7,persistence_last_value,false,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,false,analytic,3.593472,325905,47139,94458,0,0,0.18127188209617556,0.11656944245041276,3407,,
kelmarsh,WORLD_MODEL_BASELINE,world_model_persistence_last_value_v1_farm_sync,next_6h_from_24h,dense_sliding,144,36,1,raw_chrono_70_10_20_strict_closed,val,non_overlap,horizon,8,80,1310,7827,2022-04-22 04:40:00,2023-03-15 16:30:00,190.8377287867134,297.7004021711324,0.09309157501790899,0.1452197083761622,latlon,6,54,40,7,6,7,persistence_last_value,false,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,false,analytic,3.593472,325905,47139,94458,0,0,0.18127188209617556,0.11656944245041276,3407,,
kelmarsh,WORLD_MODEL_BASELINE,world_model_persistence_last_value_v1_farm_sync,next_6h_from_24h,dense_sliding,144,36,1,raw_chrono_70_10_20_strict_closed,val,non_overlap,horizon,9,90,1310,7826,2022-04-22 04:40:00,2023-03-15 16:30:00,196.7761246632451,308.665145479633,0.0959883534942659,0.15056836364860132,latlon,6,54,40,7,6,7,persistence_last_value,false,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,false,analytic,3.593472,325905,47139,94458,0,0,0.18127188209617556,0.11656944245041276,3407,,
