dataset_id,model_id,model_variant,task_id,history_steps,forecast_steps,source_repo,source_commit,source_file,model_class,adapter_class,train_script,search_config_id,seed,selection_metric,feature_budget_id,output_parameterization,uses_target_history,uses_local_history,uses_global_history,uses_future_calendar,uses_static,uses_pairwise,uses_future_target,selected_by,no_test_feedback,test_evaluated_at,split_name,eval_protocol,metric_scope,lead_step,trial_id,trial_status,trial_blocker,alpha,formal_search_config_id,is_best_validation_trial,gate_a_passed,gate_b_passed,gate_c_passed,runtime_seconds,window_count,prediction_count,mae_pu,rmse_pu,mae_kw,rmse_kw,lead1_mae_pu,lead1_rmse_pu,short_rmse_pu,mid_rmse_pu,long_rmse_pu,ae_p50,ae_p90,ae_p95
kelmarsh,WORLD_MODEL_OFFICIAL_BASELINE,timexer_official_target_only_direct_b0_v2,next_6h_from_24h,144,36,https://github.com/thuml/TimeXer.git,76011909357972bd55a27adba2e1be994d81b327,/home/sam/datasets/experiment/official_baselines/timexer/source/models/TimeXer.py,Model,TimeXerOfficialAdapter,experiment/official_baselines/timexer/source/run.py,debug_matrix,3407,val_overall_rmse,B0,direct,true,false,false,false,false,false,false,validation_only,true,,val,non_overlap,overall,,timexer_target_only_direct_default,completed,,,timexer_target_only_default,true,true,,,51.81253874511458,1310,281787,0.11450597624845511,0.1645147220428203,234.73725130933298,337.2551801877816,0.049647936353405545,0.07588175258960174,0.10679361614472456,0.15058612661689588,0.18765024870598132,0.07583016157150269,0.2758302479982376,0.3626346230506898
kelmarsh,WORLD_MODEL_OFFICIAL_BASELINE,timexer_official_target_only_direct_b0_v2,next_6h_from_24h,144,36,https://github.com/thuml/TimeXer.git,76011909357972bd55a27adba2e1be994d81b327,/home/sam/datasets/experiment/official_baselines/timexer/source/models/TimeXer.py,Model,TimeXerOfficialAdapter,experiment/official_baselines/timexer/source/run.py,debug_matrix,3407,val_overall_rmse,B0,direct,true,false,false,false,false,false,false,validation_only,true,,test,non_overlap,overall,,timexer_target_only_direct_default,completed,,,timexer_target_only_default,true,true,,,51.81253874511458,2624,563951,0.11742681983020553,0.1708928217654645,240.72498065192133,350.33028461920225,0.05155295283232453,0.07751949475865491,0.10933527118023474,0.155371176736641,0.19579797880582286,0.07658590376377106,0.2838994413614273,0.37596356868743896
kelmarsh,WORLD_MODEL_OFFICIAL_BASELINE,timexer_official_target_only_residual_b0_v2,next_6h_from_24h,144,36,https://github.com/thuml/TimeXer.git,76011909357972bd55a27adba2e1be994d81b327,/home/sam/datasets/experiment/official_baselines/timexer/source/models/TimeXer.py,Model,TimeXerOfficialAdapter,experiment/official_baselines/timexer/source/run.py,debug_matrix,3407,val_overall_rmse,B0,residual,true,false,false,false,false,false,false,validation_only,true,,val,non_overlap,overall,,timexer_target_only_residual_default,completed,,,timexer_target_only_default,true,true,,,50.14221714902669,1310,281787,0.13576049761893919,0.19923109678391507,278.30902011882534,408.42374840702587,0.07801642893346318,0.12434181057282633,0.1471156883127937,0.18519083522949073,0.22205800480998836,0.08772051334381104,0.3269698619842529,0.43107298910617836
kelmarsh,WORLD_MODEL_OFFICIAL_BASELINE,timexer_official_target_only_residual_b0_v2,next_6h_from_24h,144,36,https://github.com/thuml/TimeXer.git,76011909357972bd55a27adba2e1be994d81b327,/home/sam/datasets/experiment/official_baselines/timexer/source/models/TimeXer.py,Model,TimeXerOfficialAdapter,experiment/official_baselines/timexer/source/run.py,debug_matrix,3407,val_overall_rmse,B0,residual,true,false,false,false,false,false,false,validation_only,true,,test,non_overlap,overall,,timexer_target_only_residual_default,completed,,,timexer_target_only_default,true,true,,,50.14221714902669,2624,563951,0.14307164695551317,0.21195698738701071,293.296876258802,434.51182414337194,0.08473311199424338,0.13592543824126496,0.15846391541390853,0.19564047294092107,0.23658363134845664,0.09080751240253448,0.3468480259180069,0.46008345670998096
