dataset_id,model_id,model_variant,task_id,history_steps,forecast_steps,source_repo,source_commit,source_file,model_class,adapter_class,train_script,search_config_id,seed,selection_metric,feature_budget_id,output_parameterization,uses_target_history,uses_local_history,uses_global_history,uses_future_calendar,uses_static,uses_pairwise,uses_future_target,selected_by,no_test_feedback,test_evaluated_at,split_name,eval_protocol,metric_scope,lead_step,trial_id,trial_status,trial_blocker,alpha,formal_search_config_id,is_best_validation_trial,gate_a_passed,gate_b_passed,gate_c_passed,runtime_seconds,window_count,prediction_count,mae_pu,rmse_pu,mae_kw,rmse_kw,lead1_mae_pu,lead1_rmse_pu,short_rmse_pu,mid_rmse_pu,long_rmse_pu,ae_p50,ae_p90,ae_p95
kelmarsh,WORLD_MODEL_OFFICIAL_BASELINE,baseline_ridge_residual_persistence_b0_v2,next_6h_from_24h,144,36,sklearn://ridge,runtime-package,site-packages/sklearn/linear_model/_ridge.py,RidgeResidualControl,RidgeResidualAdapter,adapters/residual_controls.py,debug_matrix,3407,val_overall_rmse,B0,residual,true,false,false,false,false,false,false,validation_only,true,,test,non_overlap,overall,,ridge_alpha_10,completed,,10.0,ridge_b0_alpha_10,false,true,false,true,55.893716362072155,2624,563951,0.11681566468305579,0.16827437228963643,239.47211260026438,344.9624631937547,0.04517016030284421,0.07258429104124763,0.10617493657928781,0.152859676992846,0.19314163904999976,0.07628325372934341,0.2761414498090744,0.37071409076452255
kelmarsh,WORLD_MODEL_OFFICIAL_BASELINE,baseline_mlp_residual_persistence_b0_v2,next_6h_from_24h,144,36,repo://official-baselines-v2-controls,not-applicable,/home/sam/datasets/experiment/families/world_model_official_baselines_v2/adapters/residual_controls.py,MLPResidualControl,MLPResidualAdapter,adapters/residual_controls.py,debug_matrix,3407,val_overall_rmse,B0,residual,true,false,false,false,false,false,false,validation_only,true,,formal_tuning,not_started,blocked,,blocked,blocked,residual_control_training_not_implemented,,debug_matrix,false,true,false,false,0.0,,,,,,,,,,,,,,
kelmarsh,WORLD_MODEL_OFFICIAL_BASELINE,baseline_gru_residual_persistence_b0_v2,next_6h_from_24h,144,36,repo://official-baselines-v2-controls,not-applicable,/home/sam/datasets/experiment/families/world_model_official_baselines_v2/adapters/residual_controls.py,GRUResidualControl,GRUResidualAdapter,adapters/residual_controls.py,debug_matrix,3407,val_overall_rmse,B0,residual,true,false,false,false,false,false,false,validation_only,true,,formal_tuning,not_started,blocked,,blocked,blocked,residual_control_training_not_implemented,,debug_matrix,false,true,false,false,0.0,,,,,,,,,,,,,,
kelmarsh,WORLD_MODEL_OFFICIAL_BASELINE,baseline_tcn_residual_persistence_b0_v2,next_6h_from_24h,144,36,repo://official-baselines-v2-controls,not-applicable,/home/sam/datasets/experiment/families/world_model_official_baselines_v2/adapters/residual_controls.py,TCNResidualControl,TCNResidualAdapter,adapters/residual_controls.py,debug_matrix,3407,val_overall_rmse,B0,residual,true,false,false,false,false,false,false,validation_only,true,,formal_tuning,not_started,blocked,,blocked,blocked,residual_control_training_not_implemented,,debug_matrix,false,true,false,false,0.0,,,,,,,,,,,,,,
kelmarsh,WORLD_MODEL_OFFICIAL_BASELINE,dgcrn_official_core_direct_b2_v2,next_6h_from_24h,144,36,https://github.com/tsinghua-fib-lab/Traffic-Benchmark.git,b9f8e40b4df9b58f5ad88432dc070cbbbcdc0228,/home/sam/datasets/experiment/official_baselines/dgcrn/source/methods/DGCRN/net.py,DGCRN,DGCRNOfficialCoreAdapter,experiment/official_baselines/dgcrn/source/methods/DGCRN/train.py,debug_matrix,3407,val_overall_rmse,B2,direct,true,true,true,true,true,false,false,validation_only,true,,formal_tuning,not_started,blocked,,blocked,blocked,official_core_training_adapter_not_implemented,,debug_matrix,false,true,false,false,0.0,,,,,,,,,,,,,,
kelmarsh,WORLD_MODEL_OFFICIAL_BASELINE,dgcrn_official_core_residual_b2_v2,next_6h_from_24h,144,36,https://github.com/tsinghua-fib-lab/Traffic-Benchmark.git,b9f8e40b4df9b58f5ad88432dc070cbbbcdc0228,/home/sam/datasets/experiment/official_baselines/dgcrn/source/methods/DGCRN/net.py,DGCRN,DGCRNOfficialCoreAdapter,experiment/official_baselines/dgcrn/source/methods/DGCRN/train.py,debug_matrix,3407,val_overall_rmse,B2,residual,true,true,true,true,true,false,false,validation_only,true,,formal_tuning,not_started,blocked,,blocked,blocked,official_core_training_adapter_not_implemented,,debug_matrix,false,true,false,false,0.0,,,,,,,,,,,,,,
kelmarsh,WORLD_MODEL_OFFICIAL_BASELINE,timexer_official_target_only_direct_b0_v2,next_6h_from_24h,144,36,https://github.com/thuml/TimeXer.git,76011909357972bd55a27adba2e1be994d81b327,/home/sam/datasets/experiment/official_baselines/timexer/source/models/TimeXer.py,Model,TimeXerOfficialAdapter,experiment/official_baselines/timexer/source/run.py,debug_matrix,3407,val_overall_rmse,B0,direct,true,false,false,false,false,false,false,validation_only,true,,formal_tuning,not_started,blocked,,blocked,blocked,official_training_adapter_not_implemented,,debug_matrix,false,true,false,false,0.0,,,,,,,,,,,,,,
kelmarsh,WORLD_MODEL_OFFICIAL_BASELINE,timexer_official_target_only_residual_b0_v2,next_6h_from_24h,144,36,https://github.com/thuml/TimeXer.git,76011909357972bd55a27adba2e1be994d81b327,/home/sam/datasets/experiment/official_baselines/timexer/source/models/TimeXer.py,Model,TimeXerOfficialAdapter,experiment/official_baselines/timexer/source/run.py,debug_matrix,3407,val_overall_rmse,B0,residual,true,false,false,false,false,false,false,validation_only,true,,formal_tuning,not_started,blocked,,blocked,blocked,official_training_adapter_not_implemented,,debug_matrix,false,true,false,false,0.0,,,,,,,,,,,,,,
kelmarsh,WORLD_MODEL_OFFICIAL_BASELINE,timexer_official_full_exog_residual_b2_v2,next_6h_from_24h,144,36,https://github.com/thuml/TimeXer.git,76011909357972bd55a27adba2e1be994d81b327,/home/sam/datasets/experiment/official_baselines/timexer/source/models/TimeXer.py,Model,TimeXerOfficialAdapter,experiment/official_baselines/timexer/source/run.py,debug_matrix,3407,val_overall_rmse,B2,residual,true,true,true,true,true,false,false,validation_only,true,,formal_tuning,not_started,blocked,,blocked,blocked,official_training_adapter_not_implemented,,debug_matrix,false,true,false,false,0.0,,,,,,,,,,,,,,
kelmarsh,WORLD_MODEL_OFFICIAL_BASELINE,itransformer_official_target_only_direct_b0_v2,next_6h_from_24h,144,36,https://github.com/thuml/iTransformer.git,c2426e68ca13f74aaec08045c5c724d8ad328124,/home/sam/datasets/experiment/official_baselines/itransformer/source/model/iTransformer.py,Model,ITransformerOfficialAdapter,experiment/official_baselines/itransformer/source/run.py,debug_matrix,3407,val_overall_rmse,B0,direct,true,false,false,false,false,false,false,validation_only,true,,formal_tuning,not_started,blocked,,blocked,blocked,official_training_adapter_not_implemented,,debug_matrix,false,true,false,false,0.0,,,,,,,,,,,,,,
kelmarsh,WORLD_MODEL_OFFICIAL_BASELINE,itransformer_official_target_only_residual_b0_v2,next_6h_from_24h,144,36,https://github.com/thuml/iTransformer.git,c2426e68ca13f74aaec08045c5c724d8ad328124,/home/sam/datasets/experiment/official_baselines/itransformer/source/model/iTransformer.py,Model,ITransformerOfficialAdapter,experiment/official_baselines/itransformer/source/run.py,debug_matrix,3407,val_overall_rmse,B0,residual,true,false,false,false,false,false,false,validation_only,true,,formal_tuning,not_started,blocked,,blocked,blocked,official_training_adapter_not_implemented,,debug_matrix,false,true,false,false,0.0,,,,,,,,,,,,,,
kelmarsh,WORLD_MODEL_OFFICIAL_BASELINE,itransformer_official_target_plus_exog_residual_b2_v2,next_6h_from_24h,144,36,https://github.com/thuml/iTransformer.git,c2426e68ca13f74aaec08045c5c724d8ad328124,/home/sam/datasets/experiment/official_baselines/itransformer/source/model/iTransformer.py,Model,ITransformerOfficialAdapter,experiment/official_baselines/itransformer/source/run.py,debug_matrix,3407,val_overall_rmse,B2,residual,true,true,true,true,true,false,false,validation_only,true,,formal_tuning,not_started,blocked,,blocked,blocked,official_training_adapter_not_implemented,,debug_matrix,false,true,false,false,0.0,,,,,,,,,,,,,,
kelmarsh,WORLD_MODEL_OFFICIAL_BASELINE,tft_pf_per_turbine_direct_b2_v2,next_6h_from_24h,144,36,https://pytorch-forecasting.readthedocs.io/,runtime-package,site-packages/pytorch_forecasting/models/temporal_fusion_transformer/_tft.py,TemporalFusionTransformer,TFTPytorchForecastingAdapter,adapters/tft_pf.py,debug_matrix,3407,val_overall_rmse,B2,direct,true,true,true,true,true,false,false,validation_only,true,,formal_tuning,not_started,blocked,,blocked,blocked,pytorch_forecasting_training_adapter_not_implemented,,debug_matrix,false,true,false,false,0.0,,,,,,,,,,,,,,
kelmarsh,WORLD_MODEL_OFFICIAL_BASELINE,tft_pf_per_turbine_residual_b2_v2,next_6h_from_24h,144,36,https://pytorch-forecasting.readthedocs.io/,runtime-package,site-packages/pytorch_forecasting/models/temporal_fusion_transformer/_tft.py,TemporalFusionTransformer,TFTPytorchForecastingAdapter,adapters/tft_pf.py,debug_matrix,3407,val_overall_rmse,B2,residual,true,true,true,true,true,false,false,validation_only,true,,formal_tuning,not_started,blocked,,blocked,blocked,pytorch_forecasting_training_adapter_not_implemented,,debug_matrix,false,true,false,false,0.0,,,,,,,,,,,,,,
kelmarsh,WORLD_MODEL_OFFICIAL_BASELINE,mtgnn_official_core_target_only_b0_v2,next_6h_from_24h,144,36,https://github.com/nnzhan/MTGNN.git,f811746fa7022ebf336f9ecd2434af5f365ecbf6,/home/sam/datasets/experiment/official_baselines/mtgnn/source/net.py,gtnet,MTGNNOfficialCoreAdapter,experiment/official_baselines/mtgnn/source/train_multi_step.py,debug_matrix,3407,val_overall_rmse,B0,direct,true,false,false,false,false,false,false,validation_only,true,,formal_tuning,not_started,blocked,,blocked,blocked,official_core_training_adapter_not_implemented,,debug_matrix,false,true,false,false,0.0,,,,,,,,,,,,,,
kelmarsh,WORLD_MODEL_OFFICIAL_BASELINE,mtgnn_official_core_calendar_residual_b1_v2,next_6h_from_24h,144,36,https://github.com/nnzhan/MTGNN.git,f811746fa7022ebf336f9ecd2434af5f365ecbf6,/home/sam/datasets/experiment/official_baselines/mtgnn/source/net.py,gtnet,MTGNNOfficialCoreAdapter,experiment/official_baselines/mtgnn/source/train_multi_step.py,debug_matrix,3407,val_overall_rmse,B1,residual,true,false,false,true,false,false,false,validation_only,true,,formal_tuning,not_started,blocked,,blocked,blocked,official_core_training_adapter_not_implemented,,debug_matrix,false,true,false,false,0.0,,,,,,,,,,,,,,
kelmarsh,WORLD_MODEL_OFFICIAL_BASELINE,chronos2_official_zero_shot_b2_v2,next_6h_from_24h,144,36,https://huggingface.co/amazon/chronos-2,chronos-forecasting>=2.0,site-packages/chronos,Chronos2Pipeline,Chronos2OfficialAdapter,adapters/chronos2_official.py,zero_shot_default,3407,val_overall_rmse,B2,direct,true,true,true,true,true,false,false,validation_only,true,,formal_tuning,not_started,blocked,,blocked,blocked,chronos2_zero_shot_execution_not_integrated_in_v2_formal_runner,,zero_shot_default,false,true,,,0.0,,,,,,,,,,,,,,
