dataset_id,model_id,model_variant,task_id,split_name,eval_protocol,metric_scope,feature_budget_id,output_parameterization,selection_metric,selected_by,no_test_feedback,gate_a_passed,gate_b_passed,gate_b_scope,gate_b_overfit64_passed,gate_c_passed,residual_anchor_steps,formal_search_config_id,is_best_validation_trial,mae_pu_mean,mae_pu_std,mae_pu_min,mae_pu_max,rmse_pu_mean,rmse_pu_std,rmse_pu_min,rmse_pu_max,mae_kw_mean,mae_kw_std,mae_kw_min,mae_kw_max,rmse_kw_mean,rmse_kw_std,rmse_kw_min,rmse_kw_max,lead1_mae_pu_mean,lead1_mae_pu_std,lead1_mae_pu_min,lead1_mae_pu_max,lead1_rmse_pu_mean,lead1_rmse_pu_std,lead1_rmse_pu_min,lead1_rmse_pu_max,short_rmse_pu_mean,short_rmse_pu_std,short_rmse_pu_min,short_rmse_pu_max,mid_rmse_pu_mean,mid_rmse_pu_std,mid_rmse_pu_min,mid_rmse_pu_max,long_rmse_pu_mean,long_rmse_pu_std,long_rmse_pu_min,long_rmse_pu_max,ae_p50_mean,ae_p50_std,ae_p50_min,ae_p50_max,ae_p90_mean,ae_p90_std,ae_p90_min,ae_p90_max,ae_p95_mean,ae_p95_std,ae_p95_min,ae_p95_max,window_count_mean,window_count_std,window_count_min,window_count_max,prediction_count_mean,prediction_count_std,prediction_count_min,prediction_count_max,seed_count,seed_list,aggregation_id,aggregation_note,main_table_status,dgcrn_rescue_eligibility_reason
kelmarsh,WORLD_MODEL_OFFICIAL_BASELINE,dgcrn_official_core_residual_b2_v2,next_6h_from_24h,test,rolling_origin_no_refit,overall,B2,residual,val_overall_rmse,validation_only,true,true,true,overfit64_preflight,true,true,1,dgcrn_official_core_b2_identity_h96_dropout0_gcn3_lr0.0005_anchor1,true,0.11918943212490521,0.0014952693609184497,0.11733299793660502,0.12099064993276992,0.17115673106620305,0.0010917812427790347,0.17039127225028988,0.1728462163579664,244.33833585605566,3.0653021898828245,240.5326457700403,248.03083236217833,350.8712986857163,2.2381515476970106,349.3021081130943,354.3347435338311,0.04538006806748887,0.0,0.04538006806748887,0.04538006806748887,0.07545687348713755,0.0,0.07545687348713755,0.07545687348713755,0.11004263600778001,0.0009210422282469429,0.10918027959015436,0.1112442750066077,0.1563472632591641,0.0009431216327047088,0.15558890960631622,0.15771445019581068,0.19559254160163353,0.0012478417888850013,0.19475377337737745,0.19759546446609058,0.07832804536446929,0.0024945473092622236,0.07572812587022781,0.08116549253463745,0.28271293923258795,0.0011793445327564931,0.2810507833957674,0.2840968124568463,0.3739222232997418,0.003732442341478174,0.3696752974763513,0.3798945039510728,94458.0,0.0,94458.0,94458.0,20300940.0,0.0,20300940.0,20300940.0,5,"3407,42,2026,17,926",20260425-paper-grade-dgcrn-rescue-multiseed,DGCRN rescue shard evaluation. Main-table eligible only when all expected seeds have complete full training manifests plus full rolling/non-overlap test coverage.,appendix_diagnostic,non_complete_training_manifest_for_seeds_42
kelmarsh,WORLD_MODEL_OFFICIAL_BASELINE,dgcrn_official_core_residual_b2_v2,next_6h_from_24h,test,non_overlap,overall,B2,residual,val_overall_rmse,validation_only,true,true,true,overfit64_preflight,true,true,1,dgcrn_official_core_b2_identity_h96_dropout0_gcn3_lr0.0005_anchor1,true,0.11798289708329632,0.0014024640792837625,0.11646466104281855,0.11961274279984328,0.16960532181064653,0.000791436394276978,0.16889755440717036,0.1709355405330322,241.8649390207575,2.875051362531721,238.75255513777802,245.20612273967873,347.6909097118254,1.6224446082678061,346.23998653469926,350.417858092716,0.04577868207497311,0.0,0.04577868207497311,0.04577868207497311,0.07598693722742637,0.0,0.07598693722742637,0.07598693722742637,0.10970120759287072,0.0009671213613865373,0.10873206882016496,0.11104991795819055,0.15540401098111165,0.0007574238032746618,0.15477621420166346,0.15663019649060544,0.1934585027858041,0.0008538720896954612,0.192595740940966,0.19487959890247694,0.07715777028352022,0.002623811616647346,0.07434418797492981,0.07996759563684464,0.28103950917720794,0.001606012778830436,0.2791104018688202,0.2824675291776657,0.37256774082779887,0.0033155302502200033,0.36910145729780197,0.3770028054714203,2624.0,0.0,2624.0,2624.0,563951.0,0.0,563951.0,563951.0,5,"3407,42,2026,17,926",20260425-paper-grade-dgcrn-rescue-multiseed,DGCRN rescue shard evaluation. Main-table eligible only when all expected seeds have complete full training manifests plus full rolling/non-overlap test coverage.,appendix_diagnostic,non_complete_training_manifest_for_seeds_42
