dataset_id,model_id,model_variant,task_id,split_name,eval_protocol,metric_scope,feature_budget_id,output_parameterization,selection_metric,selected_by,no_test_feedback,gate_a_passed,gate_b_passed,gate_b_scope,gate_b_overfit64_passed,gate_c_passed,residual_anchor_steps,formal_search_config_id,is_best_validation_trial,mae_pu_mean,mae_pu_std,mae_pu_min,mae_pu_max,rmse_pu_mean,rmse_pu_std,rmse_pu_min,rmse_pu_max,mae_kw_mean,mae_kw_std,mae_kw_min,mae_kw_max,rmse_kw_mean,rmse_kw_std,rmse_kw_min,rmse_kw_max,lead1_mae_pu_mean,lead1_mae_pu_std,lead1_mae_pu_min,lead1_mae_pu_max,lead1_rmse_pu_mean,lead1_rmse_pu_std,lead1_rmse_pu_min,lead1_rmse_pu_max,short_rmse_pu_mean,short_rmse_pu_std,short_rmse_pu_min,short_rmse_pu_max,mid_rmse_pu_mean,mid_rmse_pu_std,mid_rmse_pu_min,mid_rmse_pu_max,long_rmse_pu_mean,long_rmse_pu_std,long_rmse_pu_min,long_rmse_pu_max,ae_p50_mean,ae_p50_std,ae_p50_min,ae_p50_max,ae_p90_mean,ae_p90_std,ae_p90_min,ae_p90_max,ae_p95_mean,ae_p95_std,ae_p95_min,ae_p95_max,runtime_seconds_mean,runtime_seconds_std,runtime_seconds_min,runtime_seconds_max,window_count_mean,window_count_std,window_count_min,window_count_max,prediction_count_mean,prediction_count_std,prediction_count_min,prediction_count_max,seed_count,seed_list,aggregation_id,aggregation_note
kelmarsh,WORLD_MODEL_OFFICIAL_BASELINE,dgcrn_official_core_residual_b2_v2,next_6h_from_24h,test,non_overlap,overall,B2,residual,val_overall_rmse,validation_only,true,true,true,overfit64_preflight,true,true,1,dgcrn_official_core_h96_dropout0.1_gcn3_lr0.0005_anchor1,true,0.17300516161732146,0.008052916326534328,0.1607866605615656,0.18120255566225363,0.2272957458643837,0.008245809351106607,0.2137065601190633,0.2333742307248571,354.66058131550903,16.50847846939537,329.6126541512095,371.46523910761994,465.9562790219866,16.90390916976855,438.09844824407975,478.41717298595705,0.04639734187827114,0.0,0.04639734187827114,0.04639734187827114,0.0758923351420515,0.0,0.0758923351420515,0.0758923351420515,0.1503124748925413,0.009508480391966067,0.13864501409320762,0.16113095115138149,0.2029791634267042,0.009373835944372551,0.18993013304420836,0.2128481985112781,0.26126696406845396,0.011499718355619415,0.24215206567513634,0.27077592562835595,0.13655666187405585,0.010521987851239189,0.1257135570049286,0.14712342619895935,0.37491887601092455,0.014170821129841096,0.3502632305026054,0.38423018753528587,0.47605804070830315,0.023463372675402428,0.4511420473456372,0.5126507520675659,438.96065435239944,1.1561023640747872,437.4423252050001,440.6594910369986,29.0,0.0,29.0,29.0,6264.0,0.0,6264.0,6264.0,5,"3407,42,2026,17,926",dgcrn_trial20_multiseed_origin_errors_nonoverlap_20260425,Five-seed frozen validation-selected DGCRN residual trial20 with per-origin persistence comparison; non-overlap protocol only.
