dataset_id,model_id,model_variant,task_id,split_name,eval_protocol,metric_scope,feature_budget_id,output_parameterization,selection_metric,selected_by,no_test_feedback,gate_a_passed,gate_b_passed,gate_b_scope,gate_b_overfit64_passed,gate_c_passed,residual_anchor_steps,formal_search_config_id,is_best_validation_trial,mae_pu_mean,mae_pu_std,mae_pu_min,mae_pu_max,rmse_pu_mean,rmse_pu_std,rmse_pu_min,rmse_pu_max,mae_kw_mean,mae_kw_std,mae_kw_min,mae_kw_max,rmse_kw_mean,rmse_kw_std,rmse_kw_min,rmse_kw_max,lead1_mae_pu_mean,lead1_mae_pu_std,lead1_mae_pu_min,lead1_mae_pu_max,lead1_rmse_pu_mean,lead1_rmse_pu_std,lead1_rmse_pu_min,lead1_rmse_pu_max,short_rmse_pu_mean,short_rmse_pu_std,short_rmse_pu_min,short_rmse_pu_max,mid_rmse_pu_mean,mid_rmse_pu_std,mid_rmse_pu_min,mid_rmse_pu_max,long_rmse_pu_mean,long_rmse_pu_std,long_rmse_pu_min,long_rmse_pu_max,ae_p50_mean,ae_p50_std,ae_p50_min,ae_p50_max,ae_p90_mean,ae_p90_std,ae_p90_min,ae_p90_max,ae_p95_mean,ae_p95_std,ae_p95_min,ae_p95_max,runtime_seconds_mean,runtime_seconds_std,runtime_seconds_min,runtime_seconds_max,window_count_mean,window_count_std,window_count_min,window_count_max,prediction_count_mean,prediction_count_std,prediction_count_min,prediction_count_max,seed_count,seed_list,aggregation_id,aggregation_note
kelmarsh,WORLD_MODEL_OFFICIAL_BASELINE,itransformer_official_target_plus_exog_residual_b2_v2,next_6h_from_24h,test,rolling_origin_no_refit,overall,B2,residual,val_overall_rmse,validation_only,true,true,true,overfit64_preflight,true,true,1,itransformer_target_plus_exog_d64_h4_e2_dropout0.1_lr0.0003_anchor1,true,0.18127942121766621,0.0021973954575781056,0.1787991364529704,0.18447776485187292,0.26530560411326387,0.0015705823314592143,0.2639470881503826,0.26770150687440747,371.6228134962158,4.504660688035109,366.53822972858933,378.17941794633947,543.8764884321911,3.2196937794914033,541.0915307082843,548.7880890925353,0.04538053016554724,0.0,0.04538053016554724,0.04538053016554724,0.07545870376461483,0.0,0.07545870376461483,0.07545870376461483,0.20420736533302458,0.0023028871232463185,0.202216361260364,0.20791663234407465,0.2527811374442087,0.001706226194932701,0.2516621669663598,0.2557393743130087,0.2903004465441893,0.0014460341521131514,0.28875464554367675,0.2920901684660924,0.11860629599541425,0.0029378529166277823,0.11466448474675417,0.12243707478046417,0.4277892024070026,0.0034567910958059234,0.4257177699357274,0.43389595746994036,0.5774370763823391,0.0020614119210730568,0.5746586918830872,0.5794178003445268,7.563625724400481,0.09380683450297453,7.448324205000972,7.707498723000754,94458.0,0.0,94458.0,94458.0,20300940.0,0.0,20300940.0,20300940.0,5,"3407,42,2026,17,926",itransformer_trial24_multiseed_origin_errors_rolling_20260425,Five-seed validation-frozen iTransformer target-plus-exog residual trial24 with per-origin persistence comparison; rolling protocol only.
