bootstrap_status,blocked_reason,origin_count,row_count,baseline_error_column,proposed_error_column,bootstrap_repeats,bootstrap_seed,block_length,paired_bootstrap_delta_mean,paired_bootstrap_ci95_low,paired_bootstrap_ci95_high,paired_bootstrap_prob_delta_gt_zero,block_bootstrap_delta_mean,block_bootstrap_ci95_low,block_bootstrap_ci95_high,block_bootstrap_prob_delta_gt_zero,block_bootstrap_blocked_reason,comparison_csv,created_at,seed_rows_csv,summary_csv,statistics_summary_csv
completed,,145,145,baseline_abs_error_pu,proposed_abs_error_pu,5000,3407,6,-0.038638052814968696,-0.047410481228697364,-0.029883614372743637,0.0,-0.03895421775902152,-0.04911962655417819,-0.02871103668129832,0.0,,experiment/artifacts/scratch/world_model_official_baselines_v2/dgcrn_trial20_multiseed_origin_errors_20260425/multiseed_origin_errors_non_overlap.csv,2026-04-25T07:25:06.670215+00:00,experiment/artifacts/scratch/world_model_official_baselines_v2/dgcrn_trial20_multiseed_origin_errors_20260425/multiseed_seed_rows_non_overlap.csv,,experiment/artifacts/published/world_model_official_baselines_v2/20260425-dgcrn-trial20-multiseed-origin-errors-nonoverlap-statistics-summary.csv
