dataset_id,model_id,model_variant,task_id,history_steps,forecast_steps,source_repo,source_commit,source_file,model_class,adapter_class,train_script,search_config_id,seed,selection_metric,feature_budget_id,output_parameterization,uses_target_history,uses_local_history,uses_global_history,uses_future_calendar,uses_static,uses_pairwise,uses_future_target,selected_by,no_test_feedback,test_evaluated_at,split_name,eval_protocol,metric_scope,lead_step,trial_id,trial_status,trial_blocker,alpha,formal_search_config_id,is_best_validation_trial,gate_a_passed,gate_b_passed,gate_b_scope,gate_b_overfit64_passed,train_gate_after_fit_passed,train_gate_after_fit_rmse_pu,train_gate_after_fit_mae_pu,gate_c_passed,residual_anchor_steps,runtime_seconds,window_count,prediction_count,mae_pu,rmse_pu,mae_kw,rmse_kw,lead1_mae_pu,lead1_rmse_pu,short_rmse_pu,mid_rmse_pu,long_rmse_pu,ae_p50,ae_p90,ae_p95,diagnostic_source_file
kelmarsh,WORLD_MODEL_OFFICIAL_BASELINE,timexer_official_target_only_direct_b0_v2,next_6h_from_24h,144,36,https://github.com/thuml/TimeXer.git,76011909357972bd55a27adba2e1be994d81b327,/home/sam/datasets/experiment/official_baselines/timexer/source/models/TimeXer.py,Model,TimeXerOfficialAdapter,experiment/official_baselines/timexer/source/run.py,debug_matrix,3407,val_overall_rmse,B0,direct,True,False,False,False,False,False,False,validation_only,True,,val,rolling_origin_no_refit,overall,,timexer_target_only_direct_timexer_target_only_d64_h4_e2_dropout0.1_patch16_lr0.001_anchor0,completed,,,timexer_target_only_d64_h4_e2_dropout0.1_patch16_lr0.001_anchor0,True,True,True,train_gate_after_fit,,True,0.0183144327617762,0.006219650342854,False,0,1.2158700719010085,256,55296,0.2047191718140513,0.2461237444263831,419.6743022188053,504.5536760740854,0.2071292131974284,0.2646328820533481,0.2273882186314871,0.2503889680114108,0.2492433301325847,0.1872897297143936,0.3867906332015991,0.450782835483551,timexer_target_only_direct_overfit64_diag.csv
kelmarsh,WORLD_MODEL_OFFICIAL_BASELINE,timexer_official_target_only_residual_b0_v2,next_6h_from_24h,144,36,https://github.com/thuml/TimeXer.git,76011909357972bd55a27adba2e1be994d81b327,/home/sam/datasets/experiment/official_baselines/timexer/source/models/TimeXer.py,Model,TimeXerOfficialAdapter,experiment/official_baselines/timexer/source/run.py,debug_matrix,3407,val_overall_rmse,B0,residual,True,False,False,False,False,False,False,validation_only,True,,val,rolling_origin_no_refit,overall,,timexer_target_only_residual_timexer_target_only_d64_h4_e2_dropout0.1_patch16_lr0.001_anchor1,completed,,,timexer_target_only_d64_h4_e2_dropout0.1_patch16_lr0.001_anchor1,True,True,True,train_gate_after_fit,,True,0.0187143632645726,0.0078407113862183,True,1,1.2285270399879664,256,55296,0.3835955372470144,0.455891742044804,786.3708513563796,934.5780711918482,0.0857612012381044,0.1234835999666514,0.4572173462343453,0.4697354306806768,0.4459720586975442,0.3623848408460617,0.7214163839817047,0.8124544322490692,timexer_target_only_residual_anchor1_overfit64_diag.csv
kelmarsh,WORLD_MODEL_OFFICIAL_BASELINE,timexer_official_target_only_residual_b0_v2,next_6h_from_24h,144,36,https://github.com/thuml/TimeXer.git,76011909357972bd55a27adba2e1be994d81b327,/home/sam/datasets/experiment/official_baselines/timexer/source/models/TimeXer.py,Model,TimeXerOfficialAdapter,experiment/official_baselines/timexer/source/run.py,debug_matrix,3407,val_overall_rmse,B0,residual,True,False,False,False,False,False,False,validation_only,True,,val,rolling_origin_no_refit,overall,,timexer_target_only_residual_timexer_target_only_d64_h4_e2_dropout0.1_patch6_lr0.0003_anchor1,completed,,,timexer_target_only_d64_h4_e2_dropout0.1_patch6_lr0.0003_anchor1,True,True,True,train_gate_after_fit,,True,0.0251738394625834,0.0105883069030424,True,1,1.13336514797993,256,55296,0.3469953337391618,0.4126487748040368,711.3404341652819,845.9299883482755,0.0857612012381044,0.1234835999666514,0.3588396574168224,0.3883487431255837,0.4439514522160326,0.3261561393737793,0.6546909809112549,0.7517253458499908,trial09_overfit64_preflight.csv
