dataset_id,model_id,model_variant,task_id,history_steps,forecast_steps,source_repo,source_commit,source_file,model_class,adapter_class,train_script,search_config_id,seed,selection_metric,feature_budget_id,output_parameterization,uses_target_history,uses_local_history,uses_global_history,uses_future_calendar,uses_static,uses_pairwise,uses_future_target,selected_by,no_test_feedback,test_evaluated_at,split_name,eval_protocol,metric_scope,lead_step,trial_id,trial_status,trial_blocker,alpha,formal_search_config_id,is_best_validation_trial,gate_a_passed,gate_b_passed,gate_b_scope,gate_b_overfit64_passed,train_gate_after_fit_passed,train_gate_after_fit_rmse_pu,train_gate_after_fit_mae_pu,gate_c_passed,residual_anchor_steps,runtime_seconds,window_count,prediction_count,mae_pu,rmse_pu,mae_kw,rmse_kw,lead1_mae_pu,lead1_rmse_pu,short_rmse_pu,mid_rmse_pu,long_rmse_pu,ae_p50,ae_p90,ae_p95,gate_label,source_csv
kelmarsh,WORLD_MODEL_OFFICIAL_BASELINE,itransformer_official_target_only_direct_b0_v2,next_6h_from_24h,144,36,https://github.com/thuml/iTransformer.git,c2426e68ca13f74aaec08045c5c724d8ad328124,/home/sam/datasets/experiment/official_baselines/itransformer/source/model/iTransformer.py,Model,ITransformerOfficialAdapter,experiment/official_baselines/itransformer/source/run.py,debug_matrix,3407,val_overall_rmse,B0,direct,True,False,False,False,False,False,False,validation_only,True,,val,rolling_origin_no_refit,overall,,itransformer_target_only_direct_itransformer_target_only_d64_h4_e2_dropout0.1_lr0.0003_anchor0,completed,,,itransformer_target_only_d64_h4_e2_dropout0.1_lr0.0003_anchor0,True,True,True,train_gate_after_fit,,True,0.0182703815650918,0.0052401894802728,False,0,0.7307322819251567,256,55296,0.2178458424033899,0.2621404966553063,446.5839769269493,537.388018143378,0.164682856707562,0.2025893057913638,0.2463339910052685,0.2613973371841335,0.2676865511636383,0.1983890831470489,0.4207363277673721,0.485547810792923,target_direct,experiment/artifacts/scratch/world_model_official_baselines_v2/itransformer_next_baseline_20260425/itransformer_target_direct_overfit64.csv
kelmarsh,WORLD_MODEL_OFFICIAL_BASELINE,itransformer_official_target_only_residual_b0_v2,next_6h_from_24h,144,36,https://github.com/thuml/iTransformer.git,c2426e68ca13f74aaec08045c5c724d8ad328124,/home/sam/datasets/experiment/official_baselines/itransformer/source/model/iTransformer.py,Model,ITransformerOfficialAdapter,experiment/official_baselines/itransformer/source/run.py,debug_matrix,3407,val_overall_rmse,B0,residual,True,False,False,False,False,False,False,validation_only,True,,val,rolling_origin_no_refit,overall,,itransformer_target_only_residual_itransformer_target_only_d64_h4_e2_dropout0.1_lr0.0003_anchor1,completed,,,itransformer_target_only_d64_h4_e2_dropout0.1_lr0.0003_anchor1,True,True,True,train_gate_after_fit,,True,0.0254615825684246,0.0084228085997153,True,1,0.7234079190529883,256,55296,0.5090264604434735,0.5796820844260879,1043.5042439091208,1188.3482730734802,0.0857612012381044,0.1234835999666514,0.5064207584085967,0.5621904037737064,0.6130823297866338,0.5057630240917206,0.8766069710254669,0.9825171679258348,target_residual,experiment/artifacts/scratch/world_model_official_baselines_v2/itransformer_next_baseline_20260425/itransformer_target_residual_overfit64.csv
kelmarsh,WORLD_MODEL_OFFICIAL_BASELINE,itransformer_official_target_plus_exog_residual_b2_v2,next_6h_from_24h,144,36,https://github.com/thuml/iTransformer.git,c2426e68ca13f74aaec08045c5c724d8ad328124,/home/sam/datasets/experiment/official_baselines/itransformer/source/model/iTransformer.py,Model,ITransformerOfficialAdapter,experiment/official_baselines/itransformer/source/run.py,debug_matrix,3407,val_overall_rmse,B2,residual,True,True,True,True,True,False,False,validation_only,True,,val,rolling_origin_no_refit,overall,,itransformer_target_plus_exog_residual_itransformer_target_plus_exog_d64_h4_e2_dropout0.1_lr0.0003_anchor1,completed,,,itransformer_target_plus_exog_d64_h4_e2_dropout0.1_lr0.0003_anchor1,True,True,True,train_gate_after_fit,,True,0.0254659150989377,0.0084177735512547,True,1,0.8247137810103595,256,55296,0.5010999240121573,0.5704774056332049,1027.2548442249224,1169.4786815480702,0.0857612012381044,0.1234835999666514,0.5086576518789327,0.5532374400362375,0.6004972620246394,0.5006418526172638,0.8635752499103546,0.96495296433568,exog_residual,experiment/artifacts/scratch/world_model_official_baselines_v2/itransformer_next_baseline_20260425/itransformer_exog_residual_overfit64.csv
