bootstrap_status,blocked_reason,detail,required_column_pairs,seed_rows_csv,summary_csv,comparison_csv,seed_row_count,created_at,statistics_summary_csv
blocked,missing_per_origin_paired_errors,Paired and block bootstrap require per-origin paired error rows for the compared baseline/proposed models. Aggregate seed-level metrics are not sufficient and must not be resampled as origin-level evidence.,"[[""baseline_abs_error_pu"", ""proposed_abs_error_pu""], [""baseline_ae_pu"", ""proposed_ae_pu""], [""baseline_error_pu"", ""proposed_error_pu""], [""baseline_error"", ""proposed_error""], [""control_abs_error_pu"", ""candidate_abs_error_pu""]]",experiment/artifacts/published/world_model_official_baselines_v2/20260425-dgcrn-trial20-multiseed-seed-rows.csv,experiment/artifacts/published/world_model_official_baselines_v2/20260425-dgcrn-trial20-multiseed-summary.csv,,10,2026-04-25T05:30:22.088933+00:00,experiment/artifacts/published/world_model_official_baselines_v2/20260425-dgcrn-trial20-multiseed-statistics-summary.csv
